Hora,Nivel de oxígeno,Frecuencia de pulso,Movimiento,Recordatorio de O2,Recordatorio de PR
11:46:24 Oct 22 2024,97,83,1,0,0
11:46:28 Oct 22 2024,97,85,1,0,0
11:46:32 Oct 22 2024,97,86,1,0,0
11:46:36 Oct 22 2024,97,82,1,0,0
11:46:40 Oct 22 2024,97,82,1,0,0
11:46:44 Oct 22 2024,96,87,1,0,0
11:46:48 Oct 22 2024,96,87,1,0,0
11:46:52 Oct 22 2024,96,84,1,0,0
11:46:56 Oct 22 2024,97,81,1,0,0
11:47:00 Oct 22 2024,97,79,1,0,0
11:47:04 Oct 22 2024,97,81,1,0,0
11:47:08 Oct 22 2024,97,79,1,0,0
11:47:12 Oct 22 2024,96,81,1,0,0
11:47:16 Oct 22 2024,96,85,1,0,0
11:47:20 Oct 22 2024,96,86,1,0,0
11:47:24 Oct 22 2024,96,87,1,0,0
11:47:28 Oct 22 2024,96,88,1,0,0
11:47:32 Oct 22 2024,96,90,1,0,0
11:47:36 Oct 22 2024,96,88,1,0,0
11:47:40 Oct 22 2024,96,85,1,0,0
11:47:44 Oct 22 2024,96,86,1,0,0
11:47:48 Oct 22 2024,96,89,1,0,0
11:47:52 Oct 22 2024,96,92,1,0,0
11:47:56 Oct 22 2024,96,97,1,0,0
11:48:00 Oct 22 2024,96,94,1,0,0
11:48:04 Oct 22 2024,96,88,1,0,0

