Hora,Nivel de oxígeno,Frecuencia de pulso,Movimiento,Recordatorio de O2,Recordatorio de PR
14:27:49 Oct 08 2024,96,73,0,0,0
14:27:53 Oct 08 2024,96,69,0,0,0
14:27:57 Oct 08 2024,96,66,0,0,0
14:28:01 Oct 08 2024,95,65,0,0,0
14:28:05 Oct 08 2024,95,65,0,0,0
14:28:09 Oct 08 2024,95,65,1,0,0
14:28:13 Oct 08 2024,94,67,0,0,0
14:28:17 Oct 08 2024,93,68,0,0,0
14:28:21 Oct 08 2024,93,66,0,0,0
14:28:25 Oct 08 2024,93,65,0,0,0
14:28:29 Oct 08 2024,93,69,0,0,0
14:28:33 Oct 08 2024,93,69,0,0,0
14:28:37 Oct 08 2024,93,66,1,0,0
14:28:41 Oct 08 2024,93,63,0,0,0
14:28:45 Oct 08 2024,94,66,0,0,0
14:28:49 Oct 08 2024,94,67,1,0,0
14:28:53 Oct 08 2024,94,66,0,0,0
14:28:57 Oct 08 2024,94,65,0,0,0
14:29:01 Oct 08 2024,94,65,0,0,0
14:29:05 Oct 08 2024,94,66,28,0,0
14:29:09 Oct 08 2024,93,69,11,0,0
14:29:13 Oct 08 2024,93,68,3,0,0
14:29:17 Oct 08 2024,92,70,8,0,0
14:29:21 Oct 08 2024,92,67,1,0,0
14:29:25 Oct 08 2024,93,65,0,0,0
14:29:29 Oct 08 2024,93,64,5,0,0
14:29:33 Oct 08 2024,92,65,7,0,0
14:29:37 Oct 08 2024,92,66,5,0,0
14:29:41 Oct 08 2024,92,66,40,0,0
14:29:45 Oct 08 2024,92,66,61,0,0
14:29:49 Oct 08 2024,93,67,7,0,0
14:29:53 Oct 08 2024,93,68,1,0,0
14:29:57 Oct 08 2024,94,69,1,0,0
14:30:01 Oct 08 2024,94,66,1,0,0
14:30:05 Oct 08 2024,95,64,1,0,0
14:30:09 Oct 08 2024,95,66,13,0,0
14:30:13 Oct 08 2024,95,67,31,0,0
14:30:17 Oct 08 2024,95,68,18,0,0
14:30:21 Oct 08 2024,94,69,1,0,0
14:30:25 Oct 08 2024,95,70,45,0,0
14:30:29 Oct 08 2024,95,69,25,0,0
14:30:33 Oct 08 2024,94,69,11,0,0
14:30:37 Oct 08 2024,94,67,0,0,0
14:30:41 Oct 08 2024,94,67,66,0,0
14:30:45 Oct 08 2024,94,67,17,0,0
14:30:49 Oct 08 2024,94,67,0,0,0
14:30:53 Oct 08 2024,94,67,1,0,0
14:30:57 Oct 08 2024,94,68,1,0,0
14:31:01 Oct 08 2024,94,69,1,0,0
14:31:05 Oct 08 2024,95,72,1,0,0
14:31:09 Oct 08 2024,95,75,11,0,0
14:31:13 Oct 08 2024,95,77,9,0,0
14:31:17 Oct 08 2024,94,80,7,0,0
14:31:21 Oct 08 2024,94,81,8,0,0
14:31:25 Oct 08 2024,94,81,11,0,0
14:31:29 Oct 08 2024,94,81,9,0,0
14:31:33 Oct 08 2024,95,79,14,0,0
14:31:37 Oct 08 2024,95,79,22,0,0
14:31:41 Oct 08 2024,96,78,0,0,0
14:31:45 Oct 08 2024,96,76,13,0,0
14:31:49 Oct 08 2024,96,75,26,0,0
14:31:53 Oct 08 2024,96,76,1,0,0
14:31:57 Oct 08 2024,96,75,21,0,0
14:32:01 Oct 08 2024,95,81,1,0,0
14:32:05 Oct 08 2024,95,79,1,0,0
14:32:09 Oct 08 2024,95,76,0,0,0
14:32:13 Oct 08 2024,95,76,30,0,0

