Hora,Nivel de oxígeno,Frecuencia de pulso,Movimiento,Recordatorio de O2,Recordatorio de PR
13:14:17 Sep 25 2024,92,96,1,0,0
13:14:21 Sep 25 2024,92,96,2,0,0
13:14:25 Sep 25 2024,92,96,1,0,0
13:14:29 Sep 25 2024,92,96,1,0,0
13:14:33 Sep 25 2024,92,96,0,0,0
13:14:37 Sep 25 2024,92,96,0,0,0
13:14:41 Sep 25 2024,92,96,2,0,0
13:14:45 Sep 25 2024,92,97,1,0,0
13:14:49 Sep 25 2024,91,95,1,0,0
13:14:53 Sep 25 2024,91,95,11,0,0
13:14:57 Sep 25 2024,91,93,6,0,0
13:15:01 Sep 25 2024,92,98,2,0,0
13:15:05 Sep 25 2024,92,98,48,0,0
13:15:09 Sep 25 2024,92,98,95,0,0
13:15:13 Sep 25 2024,93,100,1,0,0
13:15:17 Sep 25 2024,93,99,1,0,0
13:15:21 Sep 25 2024,93,99,17,0,0
13:15:25 Sep 25 2024,93,99,11,0,0
13:15:29 Sep 25 2024,94,100,1,0,0
13:15:33 Sep 25 2024,93,92,1,0,0
13:15:37 Sep 25 2024,93,87,1,0,0
13:15:41 Sep 25 2024,93,89,1,0,0
13:15:45 Sep 25 2024,94,91,1,0,0
13:15:49 Sep 25 2024,93,96,1,0,0
13:15:53 Sep 25 2024,93,98,1,0,0
13:15:57 Sep 25 2024,94,97,1,0,0
13:16:01 Sep 25 2024,94,99,1,0,0
13:16:05 Sep 25 2024,94,101,0,0,0
13:16:09 Sep 25 2024,94,97,0,0,0
13:16:13 Sep 25 2024,94,95,1,0,0
13:16:17 Sep 25 2024,94,97,1,0,0
13:16:21 Sep 25 2024,94,101,1,0,0
13:16:25 Sep 25 2024,94,104,0,0,0
13:16:29 Sep 25 2024,94,104,1,0,0
13:16:33 Sep 25 2024,94,103,0,0,0
13:16:37 Sep 25 2024,94,102,2,0,0
13:16:41 Sep 25 2024,95,101,2,0,0
13:16:45 Sep 25 2024,95,107,1,0,0
13:16:49 Sep 25 2024,95,110,1,0,0
13:16:53 Sep 25 2024,95,110,28,0,0
